#      t_n         th_n        vth_n       Rx          Ry          
       26.425       -1.8819      -0.180832         -8.56752        -16.8634        
       26.43       -1.88267      -0.1108         -8.59289        -16.8487        
       26.435       -1.88308      -0.0407801         -8.60522        -16.8414        
       26.44       -1.88315      0.0292349         -8.60453        -16.8417        
       26.445       -1.88286      0.0992532         -8.59081        -16.8495        
       26.45       -1.88222      0.169283         -8.56404        -16.8648        
       26.455       -1.88124      0.239331         -8.52419        -16.8876        
       26.46       -1.8799      0.309407         -8.4712        -16.9177        
       26.465       -1.87821      0.379517         -8.405        -16.9551        
       26.47       -1.87617      0.449669         -8.32548        -16.9996        
       26.475       -1.87379      0.519871         -8.23255        -17.0511        
       26.48       -1.87105      0.59013         -8.12606        -17.1093        
       26.485       -1.86796      0.660453         -8.00589        -17.1742        
       26.49       -1.86451      0.730847         -7.87187        -17.2453        
       26.495       -1.86072      0.801319         -7.72382        -17.3225        
       26.5       -1.85657      0.871875         -7.56156        -17.4055        
       26.505       -1.85207      0.942521         -7.38489        -17.4938        
       26.51       -1.84721      1.01326         -7.19359        -17.5872        
       26.515       -1.84201      1.08411         -6.98745        -17.6852        
       26.52       -1.83644      1.15506         -6.76623        -17.7874        
       26.525       -1.83053      1.22612         -6.52969        -17.8934        
       26.53       -1.82425      1.2973         -6.2776        -18.0026        
       26.535       -1.81762      1.36859         -6.0097        -18.1145        
       26.54       -1.81064      1.44001         -5.72576        -18.2285        
       26.545       -1.8033      1.51156         -5.42551        -18.344        
       26.55       -1.7956      1.58323         -5.10872        -18.4603        
       26.555       -1.78754      1.65503         -4.77515        -18.5768        
       26.56       -1.77912      1.72696         -4.42457        -18.6927        
       26.565       -1.77034      1.79903         -4.05677        -18.8072        
       26.57       -1.7612      1.87122         -3.67153        -18.9195        
       26.575       -1.7517      1.94354         -3.26868        -19.0287        
       26.58       -1.74183      2.01599         -2.84805        -19.134        
       26.585       -1.73161      2.08857         -2.4095        -19.2343        
       26.59       -1.72102      2.16127         -1.95292        -19.3287        
       26.595       -1.71007      2.23408         -1.47823        -19.4161        
       26.6       -1.69875      2.30701         -0.985388        -19.4955        
       26.605       -1.68707      2.38005         -0.474401        -19.5657        
       26.61       -1.67503      2.45319         0.0546891        -19.6256        
       26.615       -1.66261      2.52642         0.601784        -19.6739        
       26.62       -1.64983      2.59973         1.16673        -19.7094        
       26.625       -1.63669      2.67312         1.74932        -19.7307        
       26.63       -1.62318      2.74657         2.34927        -19.7367        
       26.635       -1.6093      2.82007         2.96624        -19.7259        
       26.64       -1.59505      2.89362         3.59979        -19.6969        
       26.645       -1.58043      2.96718         4.24943        -19.6483        
       26.65       -1.56545      3.04075         4.91456        -19.5788        
       26.655       -1.5501      3.11432         5.5945        -19.4868        
       26.66       -1.53438      3.18786         6.28847        -19.3708        
       26.665       -1.5183      3.26136         6.9956        -19.2295        
       26.67       -1.50184      3.33479         7.71488        -19.0613        
       26.675       -1.48502      3.40813         8.44524        -18.8648        
       26.68       -1.46783      3.48137         9.18546        -18.6386        
       26.685       -1.45028      3.55447         9.9342        -18.3811        
       26.69       -1.43236      3.62741         10.69        -18.0911        
       26.695       -1.41408      3.70017         11.4514        -17.7671        
       26.7       -1.39543      3.77271         12.2165        -17.4079        
       26.705       -1.37643      3.845         12.9837        -17.0122        
       26.71       -1.35706      3.91702         13.7508        -16.5789        
       26.715       -1.33733      3.98873         14.5159        -16.1068        
       26.72       -1.31724      4.0601         15.2768        -15.595        
       26.725       -1.2968      4.13109         16.031        -15.0427        
       26.73       -1.276      4.20166         16.7762        -14.449        
       26.735       -1.25485      4.27179         17.5098        -13.8133        
       26.74       -1.23335      4.34142         18.2291        -13.1351        
       26.745       -1.21151      4.41052         18.9313        -12.4142        
       26.75       -1.18932      4.47905         19.6135        -11.6503        
       26.755       -1.16679      4.54695         20.2728        -10.8436        
       26.76       -1.14392      4.6142         20.9061        -9.99426        
       26.765       -1.12071      4.68074         21.5102        -9.10272        
       26.77       -1.09718      4.74653         22.0822        -8.16966        
       26.775       -1.07332      4.81152         22.6186        -7.19598        
       26.78       -1.04913      4.87566         23.1164        -6.18283        
       26.785       -1.02462      4.9389         23.5724        -5.1316        
       26.79       -0.999805      5.0012         23.9832        -4.04394        
       26.795       -0.974676      5.06249         24.3459        -2.92176        
       26.8       -0.949242      5.12274         24.6573        -1.76723        
       26.805       -0.92351      5.18189         24.9143        -0.582797        
       26.81       -0.897484      5.23988         25.1142        0.62883        
       26.815       -0.87117      5.29666         25.2542        1.86468        
       26.82       -0.844576      5.35219         25.3316        3.12151        
       26.825       -0.817706      5.40641         25.344        4.39584        
       26.83       -0.790567      5.45926         25.2893        5.68393        
       26.835       -0.763168      5.51069         25.1654        6.98183        
       26.84       -0.735514      5.56066         24.9706        8.28534        
       26.845       -0.707613      5.60911         24.7035        9.5901        
       26.85       -0.679473      5.65598         24.363        10.8915        
       26.855       -0.651102      5.70123         23.9482        12.1849        
       26.86       -0.622508      5.74481         23.4587        13.4654        
       26.865       -0.593699      5.78667         22.8942        14.7281        
       26.87       -0.564685      5.82676         22.2552        15.9678        
       26.875       -0.535474      5.86504         21.5422        17.1796        
       26.88       -0.506075      5.90146         20.7562        18.3583        
       26.885       -0.476498      5.93598         19.8987        19.4988        
       26.89       -0.446752      5.96855         18.9715        20.5961        
       26.895       -0.416847      5.99915         17.9768        21.6453        
       26.9       -0.386794      6.02772         16.9174        22.6416        
       26.905       -0.356601      6.05423         15.7961        23.5803        
       26.91       -0.32628      6.07866         14.6165        24.457        
       26.915       -0.295842      6.10096         13.3823        25.2674        
       26.92       -0.265296      6.12112         12.0976        26.0077        
       26.925       -0.234653      6.1391         10.7669        26.6741        
       26.93       -0.203925      6.15489         9.39495        27.2634        
       26.935       -0.173123      6.16845         7.98673        27.7725        
       26.94       -0.142257      6.17978         6.54754        28.199        
       26.945       -0.111339      6.18886         5.08284        28.5405        
       26.95       -0.0803802      6.19567         3.59828        28.7955        
       26.955       -0.0493919      6.20022         2.09966        28.9625        
       26.96       -0.0183853      6.20248         0.592855        29.0407        
       26.965       0.012628      6.20247         -0.916204        29.0297        
       26.97       0.0436366      6.20017         -2.42156        28.9296        
       26.975       0.0746292      6.19559         -3.91729        28.7409        
       26.98       0.105594      6.18875         -5.39753        28.4645        
       26.985       0.136521      6.17963         -6.85653        28.1018        
       26.99       0.167397      6.16827         -8.28867        27.6548        
       26.995       0.198212      6.15467         -9.68854        27.1257        
       27       0.228955      6.13886         -11.0509        26.5172        
       27.005       0.259614      6.12085         -12.3708        25.8323        
       27.01       0.290179      6.10066         -13.6436        25.0744        
       27.015       0.320638      6.07832         -14.8649        24.2474        
       27.02       0.350982      6.05387         -16.0306        23.355        
       27.025       0.381199      6.02732         -17.1371        22.4018        
       27.03       0.411279      5.99872         -18.1811        21.392        
       27.035       0.441212      5.9681         -19.1596        20.3306        
       27.04       0.470988      5.9355         -20.07        19.2222        
       27.045       0.500597      5.90095         -20.9103        18.0718        
       27.05       0.53003      5.86451         -21.6787        16.8846        
       27.055       0.559277      5.8262         -22.3739        15.6655        
       27.06       0.588328      5.78608         -22.9949        14.4197        
       27.065       0.617176      5.7442         -23.5412        13.1523        
       27.07       0.64581      5.7006         -24.0126        11.8682        
       27.075       0.674223      5.65532         -24.4094        10.5724        
       27.08       0.702406      5.60842         -24.7321        9.26981        
       27.085       0.730352      5.55995         -24.9816        7.965        
       27.09       0.758053      5.50997         -25.1591        6.66254        
       27.095       0.7855      5.45851         -25.2662        5.36674        
       27.1       0.812688      5.40564         -25.3046        4.08174        
       27.105       0.839608      5.3514         -25.2763        2.81145        
       27.11       0.866254      5.29586         -25.1837        1.55954        
       27.115       0.89262      5.23905         -25.0292        0.329436        
       27.12       0.9187      5.18105         -24.8155        -0.875695        
       27.125       0.944488      5.12188         -24.5452        -2.05294        
       27.13       0.969977      5.06162         -24.2214        -3.19966        
       27.135       0.995163      5.00031         -23.8471        -4.31347        
       27.14       1.02004      4.938         -23.4253        -5.39226        
       27.145       1.0446      4.87475         -22.9593        -6.4342        
       27.15       1.06885      4.81059         -22.4522        -7.43769        
       27.155       1.09277      4.74559         -21.9072        -8.40141        
       27.16       1.11637      4.67979         -21.3276        -9.32427        
       27.165       1.13964      4.61324         -20.7165        -10.2054        
       27.17       1.16257      4.54598         -20.0771        -11.0443        
       27.175       1.18516      4.47807         -19.4124        -11.8404        
       27.18       1.20742      4.40953         -18.7256        -12.5936        
       27.185       1.22933      4.34042         -18.0195        -13.304        
       27.19       1.25089      4.27078         -17.297        -13.9716        
       27.195       1.2721      4.20065         -16.5609        -14.5969        
       27.2       1.29296      4.13007         -15.8138        -15.1803        
       27.205       1.31347      4.05908         -15.0583        -15.7226        
       27.21       1.33363      3.9877         -14.2968        -16.2245        
       27.215       1.35342      3.91599         -13.5315        -16.6869        
       27.22       1.37286      3.84397         -12.7648        -17.1108        
       27.225       1.39193      3.77167         -11.9986        -17.4974        
       27.23       1.41065      3.69912         -11.2348        -17.8478        
       27.235       1.429      3.62637         -10.4753        -18.1633        
       27.24       1.44698      3.55342         -9.72163        -18.4452        
       27.245       1.4646      3.48032         -8.97546        -18.6948        
       27.25       1.48186      3.40708         -8.23815        -18.9137        
       27.255       1.49875      3.33374         -7.51101        -19.1031        
       27.26       1.51527      3.2603         -6.79523        -19.2645        
       27.265       1.53142      3.18681         -6.09186        -19.3995        
       27.27       1.54721      3.11327         -5.40186        -19.5094        
       27.275       1.56263      3.0397         -4.7261        -19.5958        
       27.28       1.57768      2.96612         -4.06532        -19.66        
       27.285       1.59236      2.89256         -3.42019        -19.7037        
       27.29       1.60668      2.81902         -2.79127        -19.7281        
       27.295       1.62063      2.74552         -2.17905        -19.7347        
       27.3       1.63421      2.67207         -1.58393        -19.7248        
       27.305       1.64742      2.59868         -1.00625        -19.6999        
       27.31       1.66027      2.52537         -0.446263        -19.6612        
       27.315       1.67275      2.45214         0.0958278        -19.61        
       27.32       1.68486      2.379         0.619887        -19.5475        
       27.325       1.69661      2.30597         1.12583        -19.475        
       27.33       1.708      2.23304         1.61362        -19.3935        
       27.335       1.71902      2.16022         2.08328        -19.3043        
       27.34       1.72967      2.08753         2.53484        -19.2084        
       27.345       1.73996      2.01495         2.9684        -19.1068        
       27.35       1.74989      1.9425         3.38408        -19.0006        
       27.355       1.75946      1.87018         3.78202        -18.8905        
       27.36       1.76867      1.79799         4.16238        -18.7777        
       27.365       1.77751      1.72593         4.52537        -18.6628        
       27.37       1.786      1.654         4.87119        -18.5468        
       27.375       1.79413      1.5822         5.20005        -18.4303        
       27.38       1.80189      1.51053         5.5122        -18.3142        
       27.385       1.8093      1.43899         5.80786        -18.1991        
       27.39       1.81636      1.36757         6.08729        -18.0856        
       27.395       1.82305      1.29627         6.35074        -17.9744        
       27.4       1.82939      1.2251         6.59844        -17.866        
       27.405       1.83537      1.15404         6.83064        -17.7609        
       27.41       1.841      1.08309         7.04759        -17.6597        
       27.415       1.84627      1.01225         7.24953        -17.5629        
       27.42       1.85119      0.941506         7.43667        -17.4708        
       27.425       1.85576      0.870861         7.60925        -17.3838        
       27.43       1.85997      0.800307         7.76746        -17.3023        
       27.435       1.86383      0.729836         7.91152        -17.2266        
       27.44       1.86734      0.659443         8.04159        -17.157        
       27.445       1.8705      0.589121         8.15785        -17.0939        
       27.45       1.8733      0.518863         8.26046        -17.0373        
       27.455       1.87576      0.448662         8.34956        -16.9876        
       27.46       1.87786      0.37851         8.42527        -16.9449        
       27.465       1.87961      0.308401         8.48769        -16.9093        
       27.47       1.88102      0.238326         8.53692        -16.8811        
       27.475       1.88207      0.168277         8.57303        -16.8602        
       27.48       1.88277      0.0982481         8.59606        -16.8468        
       27.485       1.88312      0.02823         8.60606        -16.8409        
       27.49       1.88312      -0.041785         8.60303        -16.8425        
       27.495       1.88277      -0.111805         8.58697        -16.8517        
       27.5       1.88207      -0.181837         8.55786        -16.8684        
       27.505       1.88102      -0.25189         8.51566        -16.8924        
       27.51       1.87962      -0.321971         8.46031        -16.9239        
       27.515       1.87787      -0.392088         8.39172        -16.9625        
       27.52       1.87577      -0.462248         8.30981        -17.0083        
       27.525       1.87332      -0.53246         8.21446        -17.061        
       27.53       1.87052      -0.60273         8.10554        -17.1205        
       27.535       1.86736      -0.673065         7.98289        -17.1865        
       27.54       1.86386      -0.743473         7.84637        -17.2587        
       27.545       1.86      -0.813959         7.69579        -17.337        
       27.55       1.85579      -0.884531         7.53096        -17.4209        
       27.555       1.85122      -0.955194         7.35168        -17.5102        
       27.56       1.84631      -1.02595         7.15774        -17.6044        
       27.565       1.84104      -1.09682         6.94891        -17.7032        
       27.57       1.83541      -1.16779         6.72496        -17.8062        
       27.575       1.82943      -1.23887         6.48566        -17.9128        
       27.58       1.82309      -1.31007         6.23075        -18.0225        
       27.585       1.8164      -1.38139         5.95999        -18.1348        
       27.59       1.80935      -1.45283         5.67314        -18.2491        
       27.595       1.80194      -1.52439         5.36995        -18.3648        
       27.6       1.79418      -1.59609         5.05017        -18.4812        
       27.605       1.78605      -1.66791         4.71357        -18.5976        
       27.61       1.77757      -1.73987         4.35992        -18.7133        
       27.615       1.76873      -1.81196         3.989        -18.8275        
       27.62       1.75952      -1.88417         3.60062        -18.9393        
       27.625       1.74996      -1.95652         3.1946        -19.0479        
       27.63       1.74003      -2.02899         2.77076        -19.1524        
       27.635       1.72974      -2.10159         2.32899        -19.2517        
       27.64       1.71909      -2.17431         1.86916        -19.3449        
       27.645       1.70807      -2.24715         1.39122        -19.431        
       27.65       1.69669      -2.3201         0.895129        -19.5088        
       27.655       1.68494      -2.39315         0.380892        -19.5773        
       27.66       1.67283      -2.46631         -0.151434        -19.6351        
       27.665       1.66035      -2.53955         -0.701742        -19.6812        
       27.67       1.64751      -2.61288         -1.26987        -19.7143        
       27.675       1.63429      -2.68628         -1.85559        -19.733        
       27.68       1.62072      -2.75974         -2.45862        -19.736        
       27.685       1.60677      -2.83325         -3.07859        -19.7221        
       27.69       1.59246      -2.9068         -3.71507        -19.6897        
       27.695       1.57778      -2.98037         -4.36753        -19.6375        
       27.7       1.56273      -3.05394         -5.03537        -19.564        
       27.705       1.54731      -3.12751         -5.71789        -19.4678        
       27.71       1.53153      -3.20104         -6.41428        -19.3474        
       27.715       1.51537      -3.27453         -7.12366        -19.2014        
       27.72       1.49885      -3.34794         -7.84502        -19.0282        
       27.725       1.48197      -3.42127         -8.57723        -18.8265        
       27.73       1.46471      -3.49448         -9.31908        -18.5947        
       27.735       1.4471      -3.56756         -10.0692        -18.3315        
       27.74       1.42911      -3.64047         -10.8261        -18.0355        
       27.745       1.41076      -3.71319         -11.5883        -17.7053        
       27.75       1.39205      -3.78568         -12.3539        -17.3397        
       27.755       1.37298      -3.85793         -13.1212        -16.9373        
       27.76       1.35355      -3.9299         -13.8882        -16.4971        
       27.765       1.33375      -4.00155         -14.6527        -16.018        
       27.77       1.3136      -4.07285         -15.4125        -15.499        
       27.775       1.2931      -4.14377         -16.1653        -14.9393        
       27.78       1.27224      -4.21427         -16.9087        -14.3381        
       27.785       1.25103      -4.28431         -17.6399        -13.6948        
       27.79       1.22946      -4.35385         -18.3563        -13.009        
       27.795       1.20756      -4.42285         -19.0551        -12.2804        
       27.8       1.18531      -4.49126         -19.7335        -11.5089        
       27.805       1.16271      -4.55906         -20.3883        -10.6945        
       27.81       1.13978      -4.62618         -21.0166        -9.83754        
       27.815       1.11652      -4.69259         -21.6152        -8.9385        
       27.82       1.09293      -4.75824         -22.181        -7.99809        
       27.825       1.069      -4.82308         -22.7108        -7.01724        
       27.83       1.04476      -4.88706         -23.2013        -5.99716        
       27.835       1.0202      -4.95014         -23.6494        -4.93927        
       27.84       0.995323      -5.01226         -24.0519        -3.84527        
       27.845       0.970139      -5.07337         -24.4056        -2.71713        
       27.85       0.944652      -5.13342         -24.7074        -1.55705        
       27.855       0.918866      -5.19237         -24.9544        -0.367534        
       27.86       0.892788      -5.25015         -25.1438        0.848661        
       27.865       0.866424      -5.30671         -25.2727        2.08851        
       27.87       0.839779      -5.36201         -25.3386        3.34875        
       27.875       0.812861      -5.41598         -25.3392        4.62582        
       27.88       0.785675      -5.46858         -25.2722        5.91597        
       27.885       0.758229      -5.51976         -25.1357        7.21519        
       27.89       0.73053      -5.56946         -24.9281        8.51926        
       27.895       0.702586      -5.61763         -24.6479        9.82376        
       27.9       0.674404      -5.66421         -24.2942        11.1241        
       27.905       0.645993      -5.70917         -23.866        12.4155        
       27.91       0.617359      -5.75244         -23.363        13.6932        
       27.915       0.588513      -5.79399         -22.7852        14.9521        
       27.92       0.559463      -5.83376         -22.1328        16.1872        
       27.925       0.530218      -5.87171         -21.4066        17.3934        
       27.93       0.500786      -5.90779         -20.6077        18.5657        
       27.935       0.471178      -5.94196         -19.7375        19.6988        
       27.94       0.441403      -5.97418         -18.7981        20.7879        
       27.945       0.411471      -6.00442         -17.7916        21.8279        
       27.95       0.381392      -6.03262         -16.7208        22.8142        
       27.955       0.351175      -6.05876         -15.5889        23.7422        
       27.96       0.320833      -6.08281         -14.3992        24.6073        
       27.965       0.290374      -6.10473         -13.1556        25.4054        
       27.97       0.25981      -6.1245         -11.8624        26.1327        
       27.975       0.229151      -6.14209         -10.5239        26.7855        
       27.98       0.198409      -6.15748         -9.14505        27.3606        
       27.985       0.167595      -6.17065         -7.73088        27.8551        
       27.99       0.136719      -6.18157         -6.28671        28.2665        
       27.995       0.105792      -6.19025         -4.81803        28.5926        
       28       0.0748275      -6.19666         -3.33053        28.8319        
       28.005       0.043835      -6.20079         -1.83        28.9831        
       28.01       0.0128264      -6.20265         -0.322354        29.0453        
       28.015       -0.0181869      -6.20222         1.18648        29.0183        
       28.02       -0.0491935      -6.19952         2.69055        28.9023        
       28.025       -0.080182      -6.19453         4.18393        28.6977        
       28.03       -0.111141      -6.18728         5.66078        28.4057        
       28.035       -0.142059      -6.17776         7.11537        28.0278        
       28.04       -0.172925      -6.166         8.54212        27.5659        
       28.045       -0.203728      -6.152         9.93564        27.0224        
       28.05       -0.234457      -6.13579         11.2908        26.4        
       28.055       -0.2651      -6.11739         12.6026        25.7017        
       28.06       -0.295647      -6.09681         13.8664        24.9312        
       28.065       -0.326086      -6.07409         15.0781        24.0921        
       28.07       -0.356408      -6.04926         16.2334        23.1885        
       28.075       -0.386601      -6.02234         17.329        22.2248        
       28.08       -0.416656      -5.99338         18.3614        21.2054        
       28.085       -0.446561      -5.9624         19.3278        20.1352        
       28.09       -0.476308      -5.92945         20.2259        19.0189        
       28.095       -0.505886      -5.89456         21.0534        17.8616        
       28.1       -0.535286      -5.85778         21.8087        16.6683        
       28.105       -0.564499      -5.81914         22.4907        15.444        
       28.11       -0.593514      -5.77871         23.0983        14.194        
       28.115       -0.622324      -5.73651         23.6312        12.9232        
       28.12       -0.650919      -5.6926         24.0892        11.6366        
       28.125       -0.679292      -5.64703         24.4727        10.3393        
       28.13       -0.707433      -5.59985         24.7821        9.03595        
       28.135       -0.735336      -5.5511         25.0187        7.73124        
       28.14       -0.762991      -5.50085         25.1834        6.42966        
       28.145       -0.790393      -5.44914         25.2781        5.1355        
       28.15       -0.817533      -5.39602         25.3044        3.85286        
       28.155       -0.844404      -5.34154         25.2644        2.5856        
       28.16       -0.871001      -5.28577         25.1605        1.33735        
       28.165       -0.897316      -5.22874         24.9952        0.111494        
       28.17       -0.923344      -5.17052         24.7711        -1.08884        
       28.175       -0.949078      -5.11116         24.491        -2.2608        
       28.18       -0.974514      -5.05071         24.1579        -3.40179        
       28.185       -0.999645      -4.98921         23.7749        -4.50947        
       28.19       -1.02447      -4.92673         23.3449        -5.58179        
       28.195       -1.04897      -4.86331         22.8713        -6.61694        
       28.2       -1.07316      -4.799         22.3572        -7.6134        
       28.205       -1.09703      -4.73386         21.8058        -8.56986        
       28.21       -1.12056      -4.66792         21.2203        -9.4853        
       28.215       -1.14377      -4.60124         20.6039        -10.3589        
       28.22       -1.16664      -4.53386         19.9597        -11.1901        
       28.225       -1.18918      -4.46583         19.2908        -11.9786        
       28.23       -1.21137      -4.39719         18.6003        -12.7241        
       28.235       -1.23322      -4.32798         17.8911        -13.4268        
       28.24       -1.25472      -4.25825         17.166        -14.0868        
       28.245       -1.27587      -4.18803         16.4277        -14.7045        
       28.25       -1.29667      -4.11738         15.6789        -15.2805        
       28.255       -1.31711      -4.04631         14.9221        -15.8155        
       28.26       -1.3372      -3.97487         14.1598        -16.3102        
       28.265       -1.35693      -3.9031         13.3941        -16.7657        
       28.27       -1.3763      -3.83103         12.6273        -17.1828        
       28.275       -1.39531      -3.75868         11.8614        -17.5628        
       28.28       -1.41396      -3.6861         11.0983        -17.9069        
       28.285       -1.43225      -3.6133         10.3397        -18.2163        
       28.29       -1.45017      -3.54033         9.58729        -18.4923        
       28.295       -1.46772      -3.4672         8.84261        -18.7363        
       28.3       -1.48491      -3.39394         8.10703        -18.9497        
       28.305       -1.50174      -3.32058         7.38184        -19.134        
       28.31       -1.51819      -3.24713         6.66821        -19.2906        
       28.315       -1.53428      -3.17363         5.96717        -19.421        
       28.32       -1.55      -3.10008         5.27966        -19.5266        
       28.325       -1.56535      -3.02651         4.60653        -19.6089        
       28.33       -1.58034      -2.95294         3.94851        -19.6693        
       28.335       -1.59496      -2.87938         3.30625        -19.7094        
       28.34       -1.60921      -2.80584         2.68029        -19.7305        
       28.345       -1.62309      -2.73235         2.0711        -19.7341        
       28.35       -1.6366      -2.65891         1.47909        -19.7214        
       28.355       -1.64975      -2.58553         0.904564        -19.6939        
       28.36       -1.66253      -2.51223         0.347774        -19.6529        
       28.365       -1.67495      -2.43902         -0.191094        -19.5996        
       28.37       -1.687      -2.3659         -0.71191        -19.5352        
       28.375       -1.69868      -2.29289         -1.2146        -19.461        
       28.38       -1.71      -2.21998         -1.69914        -19.3781        
       28.385       -1.72095      -2.14718         -2.16555        -19.2876        
       28.39       -1.73154      -2.07451         -2.61388        -19.1906        
       28.395       -1.74177      -2.00196         -3.04422        -19.0881        
       28.4       -1.75164      -1.92953         -3.45671        -18.9811        
       28.405       -1.76114      -1.85723         -3.85148        -18.8705        
       28.41       -1.77028      -1.78506         -4.22872        -18.7572        
       28.415       -1.77906      -1.71303         -4.58861        -18.6421        
       28.42       -1.78748      -1.64112         -4.93138        -18.5259        
       28.425       -1.79554      -1.56934         -5.25723        -18.4095        
       28.43       -1.80325      -1.4977         -5.5664        -18.2935        
       28.435       -1.81059      -1.42618         -5.85914        -18.1786        
       28.44       -1.81758      -1.35478         -6.13568        -18.0655        
       28.445       -1.82421      -1.28351         -6.39629        -17.9547        
       28.45       -1.83049      -1.21235         -6.64119        -17.8469        
       28.455       -1.83641      -1.14131         -6.87065        -17.7425        
       28.46       -1.84197      -1.07038         -7.08489        -17.6421        
       28.465       -1.84718      -0.99956         -7.28416        -17.546        
       28.47       -1.85204      -0.928836         -7.46867        -17.4548        
       28.475       -1.85654      -0.858208         -7.63866        -17.3688        
       28.48       -1.86069      -0.787669         -7.79432        -17.2883        
       28.485       -1.86449      -0.717213         -7.93585        -17.2137        
       28.49       -1.86793      -0.646833         -8.06344        -17.1452        
       28.495       -1.87103      -0.576523         -8.17725        -17.0832        
       28.5       -1.87377      -0.506275         -8.27742        -17.0279        
       28.505       -1.87616      -0.436084         -8.36411        -16.9794        
       28.51       -1.8782      -0.36594         -8.43743        -16.938        
       28.515       -1.87989      -0.295838         -8.49749        -16.9037        
       28.52       -1.88123      -0.225768         -8.54436        -16.8768        
       28.525       -1.88222      -0.155724         -8.57812        -16.8573        
       28.53       -1.88286      -0.085697         -8.59881        -16.8452        
       28.535       -1.88315      -0.01568         -8.60647        -16.8407        
       28.54       -1.88308      0.0543353         -8.60111        -16.8436        
       28.545       -1.88267      0.124357         -8.58271        -16.8541        
       28.55       -1.88191      0.194392         -8.55126        -16.8721        
       28.555       -1.8808      0.264449         -8.50671        -16.8975        
       28.56       -1.87934      0.334536         -8.44899        -16.9303        
       28.565       -1.87752      0.404661         -8.37803        -16.9702        
       28.57       -1.87536      0.47483         -8.29371        -17.0173        
       28.575       -1.87284      0.545051         -8.19594        -17.0712        
       28.58       -1.86998      0.615332         -8.08457        -17.1318        
       28.585       -1.86676      0.68568         -7.95945        -17.199        
       28.59       -1.86319      0.756101         -7.82042        -17.2723        
       28.595       -1.85927      0.826603         -7.6673        -17.3516        
       28.6       -1.855      0.89719         -7.49989        -17.4365        
       28.605       -1.85037      0.96787         -7.318        -17.5267        
       28.61       -1.84539      1.03865         -7.12141        -17.6218        
       28.615       -1.84005      1.10953         -6.90989        -17.7214        
       28.62       -1.83436      1.18052         -6.68321        -17.825        
       28.625       -1.82832      1.25162         -6.44112        -17.9322        
       28.63       -1.82192      1.32284         -6.18339        -18.0424        
       28.635       -1.81516      1.39418         -5.90977        -18.1552        
       28.64       -1.80805      1.46565         -5.62001        -18.2698        
       28.645       -1.80058      1.53724         -5.31386        -18.3856        
       28.65       -1.79275      1.60895         -4.99108        -18.5021        
       28.655       -1.78456      1.6808         -4.65144        -18.6185        
       28.66       -1.77601      1.75278         -4.29471        -18.7339        
       28.665       -1.7671      1.82489         -3.92068        -18.8477        
       28.67       -1.75783      1.89713         -3.52915        -18.959        
       28.675       -1.7482      1.9695         -3.11994        -19.067        
       28.68       -1.73821      2.042         -2.6929        -19.1706        
       28.685       -1.72786      2.11462         -2.24789        -19.2689        
       28.69       -1.71714      2.18736         -1.78483        -19.3609        
       28.695       -1.70605      2.26022         -1.30363        -19.4456        
       28.7       -1.69461      2.33318         -0.804288        -19.5218        
       28.705       -1.6828      2.40626         -0.286803        -19.5884        
       28.71       -1.67062      2.47943         0.248756        -19.6443        
       28.715       -1.65807      2.55269         0.802272        -19.6881        
       28.72       -1.64516      2.62603         1.37357        -19.7187        
       28.725       -1.63189      2.69944         1.96242        -19.7347        
       28.73       -1.61824      2.77292         2.56852        -19.7348        
       28.735       -1.60423      2.84643         3.19148        -19.7177        
       28.74       -1.58985      2.91999         3.83086        -19.6818        
       28.745       -1.57511      2.99356         4.48613        -19.6259        
       28.75       -1.55999      3.06713         5.15665        -19.5485        
       28.755       -1.54451      3.14069         5.84172        -19.448        
       28.76       -1.52866      3.21422         6.54051        -19.3232        
       28.765       -1.51244      3.28769         7.25211        -19.1724        
       28.77       -1.49585      3.36109         7.9755        -18.9942        
       28.775       -1.4789      3.4344         8.70954        -18.7872        
       28.78       -1.46158      3.50759         9.45297        -18.5499        
       28.785       -1.4439      3.58064         10.2044        -18.2809        
       28.79       -1.42585      3.65352         10.9624        -17.9789        
       28.795       -1.40744      3.7262         11.7253        -17.6424        
       28.8       -1.38866      3.79865         12.4914        -17.2703        
       28.805       -1.36952      3.87085         13.2588        -16.8612        
       28.81       -1.35003      3.94276         14.0255        -16.4141        
       28.815       -1.33017      4.01436         14.7893        -15.928        
       28.82       -1.30995      4.08559         15.5481        -15.4017        
       28.825       -1.28938      4.15644         16.2994        -14.8346        
       28.83       -1.26846      4.22686         17.0407        -14.2259        
       28.835       -1.24719      4.29681         17.7695        -13.575        
       28.84       -1.22556      4.36625         18.4829        -12.8816        
       28.845       -1.20359      4.43515         19.1783        -12.1453        
       28.85       -1.18128      4.50346         19.8526        -11.3661        
       28.855       -1.15863      4.57114         20.503        -10.544        
       28.86       -1.13564      4.63814         21.1262        -9.67947        
       28.865       -1.11231      4.70442         21.7191        -8.77295        
       28.87       -1.08866      4.76992         22.2787        -7.82522        
       28.875       -1.06468      4.83461         22.8017        -6.83725        
       28.88       -1.04038      4.89844         23.2849        -5.81027        
       28.885       -1.01576      4.96135         23.725        -4.74578        
       28.89       -0.990831      5.02329         24.1189        -3.64551        
       28.895       -0.965593      5.08422         24.4636        -2.51146        
       28.9       -0.940051      5.14407         24.7558        -1.34592        
