#      t_n         x1_n         x2_n        y1_n       y2_n        vx1_n       vx2_n        vy1_n       vy2_n       
       20.385       101.925       -163.079      -1839.96        -1839.96        5         -8        -183.465          -183.465        
       20.39       101.95       -163.119      -1840.88        -1840.88        5         -8        -183.51          -183.51        
       20.395       101.975       -163.159      -1841.79        -1841.79        5         -8        -183.555          -183.555        
       20.4       102       -163.199      -1842.71        -1842.71        5         -8        -183.6          -183.6        
       20.405       102.025       -163.239      -1843.63        -1843.63        5         -8        -183.645          -183.645        
       20.41       102.05       -163.279      -1844.55        -1844.55        5         -8        -183.69          -183.69        
       20.415       102.075       -163.319      -1845.47        -1845.47        5         -8        -183.735          -183.735        
       20.42       102.1       -163.359      -1846.38        -1846.38        5         -8        -183.78          -183.78        
       20.425       102.125       -163.399      -1847.3        -1847.3        5         -8        -183.825          -183.825        
       20.43       102.15       -163.439      -1848.22        -1848.22        5         -8        -183.87          -183.87        
       20.435       102.175       -163.479      -1849.14        -1849.14        5         -8        -183.915          -183.915        
