#      t_n         x_n         xteo        err    
       3.06       20.4444       20.4445        2.70046e-05
       3.065       20.4239       20.4239        2.69719e-05
       3.07       20.4031       20.4031        2.6939e-05
       3.075       20.3822       20.3822        2.69058e-05
       3.08       20.361       20.361        2.68723e-05
       3.085       20.3397       20.3397        2.68385e-05
       3.09       20.3181       20.3181        2.68044e-05
       3.095       20.2964       20.2964        2.67701e-05
       3.1       20.2744       20.2745        2.67356e-05
       3.105       20.2523       20.2524        2.67007e-05
       3.11       20.23       20.23        2.66656e-05
       3.115       20.2075       20.2075        2.66302e-05
       3.12       20.1848       20.1848        2.65946e-05
       3.125       20.1619       20.1619        2.65587e-05
       3.13       20.1388       20.1388        2.65225e-05
       3.135       20.1155       20.1156        2.64861e-05
       3.14       20.0921       20.0921        2.64494e-05
       3.145       20.0684       20.0684        2.64124e-05
       3.15       20.0445       20.0446        2.63752e-05
       3.155       20.0205       20.0205        2.63377e-05
       3.16       19.9963       19.9963        2.62999e-05
       3.165       19.9718       19.9718        2.62619e-05
       3.17       19.9472       19.9472        2.62236e-05
       3.175       19.9224       19.9224        2.61851e-05
       3.18       19.8974       19.8974        2.61463e-05
       3.185       19.8722       19.8722        2.61072e-05
       3.19       19.8468       19.8468        2.60679e-05
       3.195       19.8213       19.8213        2.60283e-05
       3.2       19.7955       19.7955        2.59884e-05
       3.205       19.7695       19.7696        2.59483e-05
       3.21       19.7434       19.7434        2.59079e-05
       3.215       19.7171       19.7171        2.58673e-05
       3.22       19.6906       19.6906        2.58264e-05
       3.225       19.6639       19.6639        2.57853e-05
       3.23       19.637       19.637        2.57439e-05
       3.235       19.6099       19.6099        2.57022e-05
       3.24       19.5827       19.5827        2.56603e-05
       3.245       19.5552       19.5552        2.56181e-05
       3.25       19.5276       19.5276        2.55757e-05
       3.255       19.4998       19.4998        2.5533e-05
       3.26       19.4718       19.4718        2.54901e-05
       3.265       19.4436       19.4436        2.54469e-05
       3.27       19.4152       19.4152        2.54034e-05
       3.275       19.3866       19.3866        2.53597e-05
       3.28       19.3579       19.3579        2.53158e-05
       3.285       19.3289       19.329        2.52715e-05
       3.29       19.2998       19.2999        2.52271e-05
       3.295       19.2705       19.2706        2.51824e-05
       3.3       19.241       19.2411        2.51374e-05
       3.305       19.2114       19.2114        2.50922e-05
       3.31       19.1815       19.1816        2.50467e-05
       3.315       19.1515       19.1515        2.5001e-05
       3.32       19.1213       19.1213        2.4955e-05
       3.325       19.0909       19.0909        2.49088e-05
       3.33       19.0603       19.0603        2.48623e-05
       3.335       19.0296       19.0296        2.48156e-05
       3.34       18.9986       18.9986        2.47686e-05
       3.345       18.9675       18.9675        2.47214e-05
       3.35       18.9362       18.9362        2.4674e-05
       3.355       18.9047       18.9047        2.46263e-05
       3.36       18.873       18.8731        2.45783e-05
       3.365       18.8412       18.8412        2.45301e-05
       3.37       18.8092       18.8092        2.44817e-05
       3.375       18.777       18.777        2.4433e-05
       3.38       18.7446       18.7446        2.4384e-05
       3.385       18.712       18.7121        2.43349e-05
       3.39       18.6793       18.6793        2.42854e-05
       3.395       18.6464       18.6464        2.42358e-05
       3.4       18.6133       18.6133        2.41859e-05
       3.405       18.58       18.5801        2.41357e-05
       3.41       18.5466       18.5466        2.40853e-05
       3.415       18.513       18.513        2.40347e-05
       3.42       18.4792       18.4792        2.39838e-05
       3.425       18.4452       18.4452        2.39327e-05
       3.43       18.4111       18.4111        2.38814e-05
       3.435       18.3767       18.3768        2.38298e-05
       3.44       18.3423       18.3423        2.3778e-05
       3.445       18.3076       18.3076        2.37259e-05
       3.45       18.2727       18.2728        2.36736e-05
       3.455       18.2377       18.2377        2.36211e-05
       3.46       18.2025       18.2026        2.35683e-05
       3.465       18.1672       18.1672        2.35153e-05
       3.47       18.1316       18.1317        2.3462e-05
       3.475       18.0959       18.0959        2.34086e-05
       3.48       18.06       18.0601        2.33548e-05
       3.485       18.024       18.024        2.33009e-05
       3.49       17.9878       17.9878        2.32467e-05
       3.495       17.9514       17.9514        2.31923e-05
       3.5       17.9148       17.9148        2.31377e-05
       3.505       17.8781       17.8781        2.30828e-05
       3.51       17.8412       17.8412        2.30277e-05
       3.515       17.8041       17.8041        2.29723e-05
       3.52       17.7669       17.7669        2.29168e-05
       3.525       17.7294       17.7295        2.2861e-05
       3.53       17.6919       17.6919        2.2805e-05
       3.535       17.6541       17.6541        2.27487e-05
       3.54       17.6162       17.6162        2.26922e-05
       3.545       17.5781       17.5781        2.26355e-05
       3.55       17.5399       17.5399        2.25786e-05
       3.555       17.5015       17.5015        2.25214e-05
       3.56       17.4629       17.4629        2.24641e-05
       3.565       17.4241       17.4242        2.24064e-05
       3.57       17.3852       17.3852        2.23486e-05
       3.575       17.3462       17.3462        2.22906e-05
       3.58       17.3069       17.3069        2.22323e-05
       3.585       17.2675       17.2675        2.21738e-05
       3.59       17.2279       17.228        2.21151e-05
       3.595       17.1882       17.1882        2.20561e-05
       3.6       17.1483       17.1483        2.1997e-05
       3.605       17.1083       17.1083        2.19376e-05
       3.61       17.068       17.0681        2.1878e-05
       3.615       17.0277       17.0277        2.18182e-05
       3.62       16.9871       16.9872        2.17581e-05
       3.625       16.9464       16.9465        2.16979e-05
       3.63       16.9056       16.9056        2.16374e-05
       3.635       16.8646       16.8646        2.15767e-05
       3.64       16.8234       16.8234        2.15158e-05
       3.645       16.782       16.7821        2.14547e-05
       3.65       16.7405       16.7406        2.13933e-05
       3.655       16.6989       16.6989        2.13318e-05
       3.66       16.6571       16.6571        2.127e-05
       3.665       16.6151       16.6151        2.1208e-05
       3.67       16.573       16.573        2.11459e-05
       3.675       16.5307       16.5307        2.10835e-05
       3.68       16.4882       16.4883        2.10208e-05
       3.685       16.4456       16.4457        2.0958e-05
       3.69       16.4029       16.4029        2.0895e-05
       3.695       16.36       16.36        2.08318e-05
       3.7       16.3169       16.3169        2.07683e-05
       3.705       16.2737       16.2737        2.07047e-05
       3.71       16.2303       16.2304        2.06408e-05
       3.715       16.1868       16.1868        2.05767e-05
       3.72       16.1431       16.1432        2.05125e-05
       3.725       16.0993       16.0993        2.0448e-05
       3.73       16.0553       16.0554        2.03833e-05
       3.735       16.0112       16.0112        2.03184e-05
       3.74       15.9669       15.9669        2.02533e-05
