#      t_n         x_n         xteo        err    
       51.01       13.9159       13.9159        2.15619e-05
       51.015       13.9561       13.9561        2.16227e-05
       51.02       13.9962       13.9962        2.16832e-05
       51.025       14.0362       14.0362        2.17435e-05
       51.03       14.076       14.0761        2.18035e-05
       51.035       14.1158       14.1158        2.18634e-05
       51.04       14.1553       14.1554        2.1923e-05
       51.045       14.1948       14.1948        2.19825e-05
       51.05       14.2341       14.2341        2.20417e-05
       51.055       14.2733       14.2733        2.21006e-05
       51.06       14.3123       14.3123        2.21594e-05
       51.065       14.3512       14.3513        2.22179e-05
       51.07       14.39       14.39        2.22763e-05
       51.075       14.4287       14.4287        2.23344e-05
       51.08       14.4672       14.4672        2.23922e-05
       51.085       14.5055       14.5056        2.24499e-05
       51.09       14.5438       14.5438        2.25073e-05
       51.095       14.5819       14.5819        2.25645e-05
       51.1       14.6199       14.6199        2.26215e-05
       51.105       14.6577       14.6577        2.26782e-05
       51.11       14.6954       14.6954        2.27347e-05
       51.115       14.7329       14.7329        2.2791e-05
       51.12       14.7703       14.7704        2.28471e-05
       51.125       14.8076       14.8076        2.29029e-05
       51.13       14.8448       14.8448        2.29585e-05
       51.135       14.8818       14.8818        2.30139e-05
       51.14       14.9186       14.9186        2.3069e-05
       51.145       14.9553       14.9554        2.3124e-05
       51.15       14.9919       14.9919        2.31786e-05
       51.155       15.0283       15.0284        2.32331e-05
       51.16       15.0646       15.0647        2.32873e-05
       51.165       15.1008       15.1008        2.33413e-05
       51.17       15.1368       15.1368        2.33951e-05
       51.175       15.1727       15.1727        2.34486e-05
       51.18       15.2084       15.2084        2.35019e-05
       51.185       15.244       15.244        2.35549e-05
       51.19       15.2794       15.2795        2.36077e-05
       51.195       15.3147       15.3148        2.36603e-05
       51.2       15.3499       15.3499        2.37127e-05
       51.205       15.3849       15.3849        2.37648e-05
       51.21       15.4198       15.4198        2.38166e-05
       51.215       15.4545       15.4545        2.38683e-05
       51.22       15.4891       15.4891        2.39197e-05
       51.225       15.5235       15.5235        2.39708e-05
       51.23       15.5578       15.5578        2.40217e-05
       51.235       15.5919       15.5919        2.40724e-05
       51.24       15.6259       15.6259        2.41228e-05
       51.245       15.6597       15.6598        2.4173e-05
       51.25       15.6934       15.6934        2.4223e-05
       51.255       15.727       15.727        2.42727e-05
       51.26       15.7604       15.7604        2.43221e-05
       51.265       15.7936       15.7936        2.43714e-05
       51.27       15.8267       15.8267        2.44203e-05
       51.275       15.8597       15.8597        2.44691e-05
       51.28       15.8925       15.8925        2.45176e-05
       51.285       15.9251       15.9252        2.45658e-05
       51.29       15.9576       15.9577        2.46138e-05
       51.295       15.99       15.99        2.46615e-05
       51.3       16.0222       16.0222        2.4709e-05
       51.305       16.0542       16.0543        2.47563e-05
       51.31       16.0861       16.0862        2.48033e-05
       51.315       16.1179       16.1179        2.48501e-05
       51.32       16.1495       16.1495        2.48966e-05
       51.325       16.1809       16.181        2.49429e-05
       51.33       16.2122       16.2122        2.49889e-05
       51.335       16.2434       16.2434        2.50346e-05
       51.34       16.2743       16.2744        2.50802e-05
       51.345       16.3052       16.3052        2.51254e-05
       51.35       16.3358       16.3359        2.51704e-05
       51.355       16.3664       16.3664        2.52152e-05
       51.36       16.3967       16.3968        2.52597e-05
       51.365       16.427       16.427        2.5304e-05
       51.37       16.457       16.457        2.5348e-05
       51.375       16.4869       16.4869        2.53917e-05
       51.38       16.5167       16.5167        2.54352e-05
       51.385       16.5462       16.5463        2.54785e-05
       51.39       16.5757       16.5757        2.55214e-05
       51.395       16.605       16.605        2.55642e-05
       51.4       16.6341       16.6341        2.56067e-05
       51.405       16.663       16.6631        2.56489e-05
       51.41       16.6919       16.6919        2.56908e-05
       51.415       16.7205       16.7205        2.57326e-05
       51.42       16.749       16.749        2.5774e-05
       51.425       16.7773       16.7774        2.58152e-05
       51.43       16.8055       16.8055        2.58561e-05
       51.435       16.8335       16.8335        2.58968e-05
       51.44       16.8614       16.8614        2.59372e-05
       51.445       16.8891       16.8891        2.59774e-05
       51.45       16.9166       16.9166        2.60173e-05
       51.455       16.944       16.944        2.60569e-05
       51.46       16.9712       16.9712        2.60963e-05
       51.465       16.9982       16.9983        2.61354e-05
       51.47       17.0251       17.0252        2.61743e-05
       51.475       17.0519       17.0519        2.62129e-05
       51.48       17.0785       17.0785        2.62512e-05
       51.485       17.1049       17.1049        2.62893e-05
       51.49       17.1311       17.1311        2.63271e-05
       51.495       17.1572       17.1572        2.63646e-05
       51.5       17.1831       17.1831        2.64019e-05
       51.505       17.2089       17.2089        2.64389e-05
       51.51       17.2345       17.2345        2.64757e-05
       51.515       17.2599       17.2599        2.65121e-05
       51.52       17.2852       17.2852        2.65484e-05
       51.525       17.3103       17.3103        2.65843e-05
       51.53       17.3352       17.3353        2.662e-05
       51.535       17.36       17.36        2.66554e-05
       51.54       17.3846       17.3847        2.66906e-05
       51.545       17.4091       17.4091        2.67255e-05
       51.55       17.4334       17.4334        2.67601e-05
       51.555       17.4575       17.4575        2.67945e-05
       51.56       17.4814       17.4815        2.68286e-05
       51.565       17.5052       17.5053        2.68624e-05
       51.57       17.5289       17.5289        2.68959e-05
       51.575       17.5523       17.5523        2.69292e-05
       51.58       17.5756       17.5756        2.69622e-05
       51.585       17.5987       17.5988        2.6995e-05
       51.59       17.6217       17.6217        2.70274e-05
       51.595       17.6445       17.6445        2.70596e-05
       51.6       17.6671       17.6671        2.70916e-05
       51.605       17.6896       17.6896        2.71232e-05
       51.61       17.7118       17.7119        2.71546e-05
       51.615       17.734       17.734        2.71858e-05
       51.62       17.7559       17.7559        2.72166e-05
       51.625       17.7777       17.7777        2.72472e-05
       51.63       17.7993       17.7993        2.72775e-05
       51.635       17.8208       17.8208        2.73075e-05
       51.64       17.842       17.8421        2.73373e-05
       51.645       17.8631       17.8632        2.73668e-05
       51.65       17.8841       17.8841        2.7396e-05
       51.655       17.9049       17.9049        2.74249e-05
       51.66       17.9254       17.9255        2.74536e-05
       51.665       17.9459       17.9459        2.7482e-05
       51.67       17.9661       17.9662        2.75101e-05
       51.675       17.9862       17.9863        2.75379e-05
       51.68       18.0061       18.0062        2.75655e-05
       51.685       18.0259       18.0259        2.75928e-05
       51.69       18.0455       18.0455        2.76198e-05
       51.695       18.0649       18.0649        2.76465e-05
       51.7       18.0841       18.0841        2.7673e-05
       51.705       18.1032       18.1032        2.76991e-05
       51.71       18.122       18.1221        2.7725e-05
       51.715       18.1408       18.1408        2.77507e-05
       51.72       18.1593       18.1593        2.7776e-05
       51.725       18.1777       18.1777        2.78011e-05
       51.73       18.1959       18.1959        2.78259e-05
       51.735       18.2139       18.2139        2.78504e-05
       51.74       18.2318       18.2318        2.78747e-05
       51.745       18.2494       18.2495        2.78986e-05
       51.75       18.2669       18.267        2.79223e-05
       51.755       18.2843       18.2843        2.79457e-05
       51.76       18.3014       18.3015        2.79688e-05
       51.765       18.3184       18.3184        2.79917e-05
       51.77       18.3352       18.3353        2.80142e-05
       51.775       18.3519       18.3519        2.80365e-05
       51.78       18.3683       18.3684        2.80585e-05
       51.785       18.3846       18.3846        2.80802e-05
       51.79       18.4007       18.4008        2.81017e-05
       51.795       18.4167       18.4167        2.81228e-05
       51.8       18.4324       18.4325        2.81437e-05
       51.805       18.448       18.448        2.81643e-05
       51.81       18.4634       18.4635        2.81846e-05
       51.815       18.4787       18.4787        2.82047e-05
       51.82       18.4937       18.4938        2.82244e-05
       51.825       18.5086       18.5086        2.82439e-05
       51.83       18.5233       18.5234        2.82631e-05
       51.835       18.5379       18.5379        2.8282e-05
       51.84       18.5522       18.5522        2.83006e-05
       51.845       18.5664       18.5664        2.83189e-05
       51.85       18.5804       18.5804        2.8337e-05
       51.855       18.5942       18.5943        2.83548e-05
       51.86       18.6079       18.6079        2.83722e-05
       51.865       18.6214       18.6214        2.83895e-05
       51.87       18.6347       18.6347        2.84064e-05
       51.875       18.6478       18.6478        2.8423e-05
       51.88       18.6607       18.6608        2.84394e-05
       51.885       18.6735       18.6735        2.84554e-05
       51.89       18.6861       18.6861        2.84712e-05
       51.895       18.6985       18.6985        2.84867e-05
       51.9       18.7107       18.7107        2.85019e-05
       51.905       18.7228       18.7228        2.85169e-05
       51.91       18.7347       18.7347        2.85315e-05
       51.915       18.7463       18.7464        2.85459e-05
       51.92       18.7579       18.7579        2.856e-05
       51.925       18.7692       18.7692        2.85737e-05
       51.93       18.7804       18.7804        2.85872e-05
       51.935       18.7914       18.7914        2.86005e-05
       51.94       18.8022       18.8022        2.86134e-05
       51.945       18.8128       18.8128        2.8626e-05
       51.95       18.8232       18.8233        2.86384e-05
       51.955       18.8335       18.8335        2.86505e-05
       51.96       18.8436       18.8436        2.86623e-05
       51.965       18.8535       18.8535        2.86738e-05
       51.97       18.8632       18.8633        2.8685e-05
       51.975       18.8728       18.8728        2.86959e-05
       51.98       18.8822       18.8822        2.87065e-05
       51.985       18.8913       18.8914        2.87169e-05
       51.99       18.9004       18.9004        2.8727e-05
       51.995       18.9092       18.9092        2.87367e-05
       52       18.9178       18.9179        2.87462e-05
       52.005       18.9263       18.9263        2.87554e-05
       52.01       18.9346       18.9346        2.87643e-05
       52.015       18.9427       18.9427        2.8773e-05
       52.02       18.9507       18.9507        2.87813e-05
       52.025       18.9584       18.9584        2.87894e-05
       52.03       18.966       18.966        2.87971e-05
       52.035       18.9734       18.9734        2.88046e-05
       52.04       18.9806       18.9806        2.88118e-05
       52.045       18.9876       18.9876        2.88187e-05
       52.05       18.9945       18.9945        2.88253e-05
       52.055       19.0011       19.0011        2.88316e-05
       52.06       19.0076       19.0076        2.88377e-05
       52.065       19.0139       19.0139        2.88434e-05
       52.07       19.02       19.0201        2.88489e-05
       52.075       19.026       19.026        2.88541e-05
       52.08       19.0317       19.0318        2.88589e-05
       52.085       19.0373       19.0374        2.88635e-05
       52.09       19.0427       19.0428        2.88678e-05
       52.095       19.0479       19.048        2.88719e-05
       52.1       19.053       19.053        2.88756e-05
       52.105       19.0578       19.0579        2.8879e-05
       52.11       19.0625       19.0625        2.88822e-05
       52.115       19.067       19.067        2.8885e-05
       52.12       19.0713       19.0713        2.88876e-05
       52.125       19.0754       19.0755        2.88899e-05
       52.13       19.0794       19.0794        2.88919e-05
       52.135       19.0832       19.0832        2.88936e-05
       52.14       19.0867       19.0868        2.8895e-05
       52.145       19.0901       19.0902        2.88962e-05
       52.15       19.0934       19.0934        2.8897e-05
       52.155       19.0964       19.0964        2.88975e-05
       52.16       19.0993       19.0993        2.88978e-05
       52.165       19.1019       19.102        2.88978e-05
       52.17       19.1044       19.1045        2.88975e-05
       52.175       19.1068       19.1068        2.88969e-05
       52.18       19.1089       19.1089        2.8896e-05
       52.185       19.1108       19.1109        2.88948e-05
       52.19       19.1126       19.1126        2.88933e-05
       52.195       19.1142       19.1142        2.88916e-05
       52.2       19.1156       19.1156        2.88895e-05
       52.205       19.1168       19.1168        2.88872e-05
       52.21       19.1178       19.1179        2.88846e-05
       52.215       19.1187       19.1187        2.88816e-05
       52.22       19.1194       19.1194        2.88784e-05
       52.225       19.1199       19.1199        2.88749e-05
       52.23       19.1202       19.1202        2.88712e-05
       52.235       19.1203       19.1203        2.88671e-05
       52.24       19.1203       19.1203        2.88627e-05
       52.245       19.12       19.12        2.88581e-05
       52.25       19.1196       19.1196        2.88532e-05
       52.255       19.119       19.119        2.88479e-05
       52.26       19.1182       19.1182        2.88424e-05
       52.265       19.1173       19.1173        2.88366e-05
       52.27       19.1161       19.1161        2.88305e-05
       52.275       19.1148       19.1148        2.88241e-05
       52.28       19.1133       19.1133        2.88175e-05
       52.285       19.1116       19.1116        2.88105e-05
       52.29       19.1097       19.1097        2.88033e-05
       52.295       19.1076       19.1077        2.87958e-05
       52.3       19.1054       19.1054        2.87879e-05
       52.305       19.103       19.103        2.87798e-05
       52.31       19.1004       19.1004        2.87714e-05
       52.315       19.0976       19.0976        2.87628e-05
       52.32       19.0946       19.0947        2.87538e-05
       52.325       19.0915       19.0915        2.87445e-05
       52.33       19.0882       19.0882        2.8735e-05
       52.335       19.0847       19.0847        2.87252e-05
       52.34       19.081       19.081        2.87151e-05
       52.345       19.0771       19.0771        2.87046e-05
       52.35       19.073       19.0731        2.8694e-05
       52.355       19.0688       19.0688        2.8683e-05
       52.36       19.0644       19.0644        2.86717e-05
       52.365       19.0598       19.0598        2.86602e-05
       52.37       19.055       19.055        2.86483e-05
       52.375       19.05       19.0501        2.86362e-05
       52.38       19.0449       19.0449        2.86238e-05
       52.385       19.0396       19.0396        2.86111e-05
       52.39       19.034       19.0341        2.85981e-05
       52.395       19.0284       19.0284        2.85848e-05
       52.4       19.0225       19.0225        2.85713e-05
       52.405       19.0164       19.0165        2.85574e-05
       52.41       19.0102       19.0102        2.85433e-05
       52.415       19.0038       19.0038        2.85289e-05
       52.42       18.9972       18.9972        2.85142e-05
       52.425       18.9904       18.9905        2.84992e-05
       52.43       18.9835       18.9835        2.8484e-05
       52.435       18.9763       18.9764        2.84684e-05
       52.44       18.969       18.9691        2.84526e-05
       52.445       18.9615       18.9616        2.84365e-05
       52.45       18.9538       18.9539        2.842e-05
       52.455       18.946       18.946        2.84034e-05
       52.46       18.938       18.938        2.83864e-05
       52.465       18.9297       18.9298        2.83691e-05
       52.47       18.9213       18.9214        2.83516e-05
       52.475       18.9128       18.9128        2.83338e-05
       52.48       18.904       18.904        2.83157e-05
       52.485       18.8951       18.8951        2.82973e-05
       52.49       18.8859       18.886        2.82786e-05
       52.495       18.8766       18.8767        2.82596e-05
       52.5       18.8672       18.8672        2.82404e-05
       52.505       18.8575       18.8575        2.82209e-05
       52.51       18.8477       18.8477        2.82011e-05
       52.515       18.8377       18.8377        2.8181e-05
       52.52       18.8275       18.8275        2.81606e-05
       52.525       18.8171       18.8171        2.814e-05
       52.53       18.8065       18.8066        2.8119e-05
       52.535       18.7958       18.7958        2.80978e-05
       52.54       18.7849       18.7849        2.80763e-05
       52.545       18.7738       18.7738        2.80546e-05
       52.55       18.7625       18.7626        2.80325e-05
       52.555       18.7511       18.7511        2.80102e-05
       52.56       18.7395       18.7395        2.79876e-05
       52.565       18.7277       18.7277        2.79647e-05
       52.57       18.7157       18.7157        2.79415e-05
       52.575       18.7035       18.7035        2.79181e-05
       52.58       18.6912       18.6912        2.78943e-05
       52.585       18.6787       18.6787        2.78703e-05
       52.59       18.666       18.666        2.7846e-05
       52.595       18.6531       18.6531        2.78215e-05
       52.6       18.6401       18.6401        2.77966e-05
       52.605       18.6268       18.6269        2.77715e-05
       52.61       18.6134       18.6135        2.77461e-05
       52.615       18.5998       18.5999        2.77204e-05
       52.62       18.5861       18.5861        2.76945e-05
       52.625       18.5722       18.5722        2.76682e-05
       52.63       18.558       18.5581        2.76417e-05
       52.635       18.5438       18.5438        2.76149e-05
       52.64       18.5293       18.5293        2.75879e-05
       52.645       18.5147       18.5147        2.75605e-05
       52.65       18.4998       18.4999        2.75329e-05
       52.655       18.4849       18.4849        2.7505e-05
       52.66       18.4697       18.4697        2.74769e-05
       52.665       18.4544       18.4544        2.74484e-05
       52.67       18.4388       18.4389        2.74197e-05
       52.675       18.4231       18.4232        2.73907e-05
       52.68       18.4073       18.4073        2.73615e-05
       52.685       18.3912       18.3913        2.73319e-05
       52.69       18.375       18.375        2.73021e-05
       52.695       18.3586       18.3587        2.72721e-05
       52.7       18.3421       18.3421        2.72417e-05
       52.705       18.3253       18.3253        2.72111e-05
       52.71       18.3084       18.3084        2.71802e-05
       52.715       18.2913       18.2913        2.7149e-05
       52.72       18.2741       18.2741        2.71176e-05
       52.725       18.2566       18.2566        2.70859e-05
       52.73       18.239       18.239        2.70539e-05
       52.735       18.2212       18.2213        2.70216e-05
       52.74       18.2033       18.2033        2.69891e-05
       52.745       18.1851       18.1852        2.69563e-05
       52.75       18.1668       18.1669        2.69233e-05
       52.755       18.1484       18.1484        2.68899e-05
       52.76       18.1297       18.1298        2.68563e-05
       52.765       18.1109       18.1109        2.68225e-05
       52.77       18.0919       18.0919        2.67883e-05
       52.775       18.0728       18.0728        2.67539e-05
       52.78       18.0534       18.0535        2.67192e-05
       52.785       18.0339       18.0339        2.66843e-05
       52.79       18.0142       18.0143        2.66491e-05
       52.795       17.9944       17.9944        2.66136e-05
       52.8       17.9744       17.9744        2.65779e-05
       52.805       17.9542       17.9542        2.65419e-05
       52.81       17.9338       17.9339        2.65056e-05
       52.815       17.9133       17.9133        2.64691e-05
       52.82       17.8926       17.8926        2.64323e-05
       52.825       17.8717       17.8718        2.63952e-05
       52.83       17.8507       17.8507        2.63579e-05
       52.835       17.8295       17.8295        2.63203e-05
       52.84       17.8081       17.8081        2.62825e-05
       52.845       17.7866       17.7866        2.62443e-05
       52.85       17.7649       17.7649        2.6206e-05
       52.855       17.743       17.743        2.61673e-05
       52.86       17.7209       17.7209        2.61284e-05
       52.865       17.6987       17.6987        2.60892e-05
       52.87       17.6763       17.6763        2.60498e-05
       52.875       17.6538       17.6538        2.60101e-05
       52.88       17.631       17.6311        2.59702e-05
       52.885       17.6081       17.6082        2.593e-05
       52.89       17.5851       17.5851        2.58895e-05
       52.895       17.5619       17.5619        2.58488e-05
       52.9       17.5385       17.5385        2.58078e-05
       52.905       17.5149       17.515        2.57666e-05
       52.91       17.4912       17.4912        2.57251e-05
       52.915       17.4673       17.4673        2.56833e-05
       52.92       17.4433       17.4433        2.56413e-05
       52.925       17.419       17.4191        2.55991e-05
       52.93       17.3947       17.3947        2.55565e-05
       52.935       17.3701       17.3701        2.55138e-05
       52.94       17.3454       17.3454        2.54707e-05
       52.945       17.3205       17.3206        2.54274e-05
       52.95       17.2955       17.2955        2.53839e-05
       52.955       17.2703       17.2703        2.53401e-05
       52.96       17.2449       17.2449        2.5296e-05
       52.965       17.2194       17.2194        2.52517e-05
       52.97       17.1937       17.1937        2.52072e-05
       52.975       17.1678       17.1679        2.51624e-05
       52.98       17.1418       17.1418        2.51173e-05
       52.985       17.1156       17.1157        2.5072e-05
       52.99       17.0893       17.0893        2.50264e-05
       52.995       17.0628       17.0628        2.49806e-05
       53       17.0361       17.0361        2.49346e-05
       53.005       17.0093       17.0093        2.48883e-05
       53.01       16.9823       16.9823        2.48417e-05
       53.015       16.9551       16.9552        2.47949e-05
       53.02       16.9278       16.9279        2.47478e-05
       53.025       16.9004       16.9004        2.47005e-05
       53.03       16.8727       16.8728        2.4653e-05
       53.035       16.8449       16.845        2.46052e-05
       53.04       16.817       16.817        2.45572e-05
       53.045       16.7889       16.7889        2.45089e-05
       53.05       16.7606       16.7606        2.44603e-05
       53.055       16.7322       16.7322        2.44116e-05
       53.06       16.7036       16.7036        2.43625e-05
       53.065       16.6749       16.6749        2.43133e-05
       53.07       16.646       16.646        2.42638e-05
       53.075       16.6169       16.6169        2.4214e-05
       53.08       16.5877       16.5877        2.4164e-05
       53.085       16.5583       16.5583        2.41138e-05
       53.09       16.5288       16.5288        2.40633e-05
       53.095       16.4991       16.4991        2.40126e-05
       53.1       16.4693       16.4693        2.39617e-05
       53.105       16.4393       16.4393        2.39105e-05
       53.11       16.4091       16.4091        2.3859e-05
       53.115       16.3788       16.3788        2.38073e-05
       53.12       16.3484       16.3484        2.37554e-05
       53.125       16.3177       16.3178        2.37033e-05
       53.13       16.287       16.287        2.36509e-05
       53.135       16.2561       16.2561        2.35983e-05
       53.14       16.225       16.225        2.35454e-05
       53.145       16.1938       16.1938        2.34923e-05
       53.15       16.1624       16.1624        2.3439e-05
       53.155       16.1308       16.1309        2.33854e-05
       53.16       16.0992       16.0992        2.33316e-05
       53.165       16.0673       16.0673        2.32776e-05
       53.17       16.0353       16.0354        2.32234e-05
       53.175       16.0032       16.0032        2.31689e-05
       53.18       15.9709       15.9709        2.31141e-05
       53.185       15.9385       15.9385        2.30592e-05
       53.19       15.9059       15.9059        2.3004e-05
       53.195       15.8731       15.8731        2.29486e-05
       53.2       15.8402       15.8403        2.28929e-05
       53.205       15.8072       15.8072        2.28371e-05
       53.21       15.774       15.774        2.27809e-05
       53.215       15.7407       15.7407        2.27246e-05
       53.22       15.7072       15.7072        2.26681e-05
       53.225       15.6735       15.6736        2.26113e-05
       53.23       15.6398       15.6398        2.25543e-05
       53.235       15.6058       15.6059        2.2497e-05
       53.24       15.5718       15.5718        2.24396e-05
       53.245       15.5375       15.5376        2.23819e-05
       53.25       15.5032       15.5032        2.2324e-05
       53.255       15.4686       15.4687        2.22658e-05
       53.26       15.434       15.434        2.22075e-05
       53.265       15.3992       15.3992        2.21489e-05
       53.27       15.3642       15.3643        2.20901e-05
       53.275       15.3291       15.3292        2.20311e-05
       53.28       15.2939       15.2939        2.19718e-05
       53.285       15.2585       15.2585        2.19124e-05
       53.29       15.223       15.223        2.18527e-05
       53.295       15.1873       15.1873        2.17928e-05
       53.3       15.1515       15.1515        2.17327e-05
       53.305       15.1156       15.1156        2.16724e-05
       53.31       15.0795       15.0795        2.16118e-05
       53.315       15.0432       15.0432        2.1551e-05
       53.32       15.0068       15.0069        2.14901e-05
       53.325       14.9703       14.9703        2.14289e-05
       53.33       14.9337       14.9337        2.13675e-05
       53.335       14.8969       14.8969        2.13058e-05
       53.34       14.8599       14.8599        2.1244e-05
       53.345       14.8228       14.8229        2.11819e-05
       53.35       14.7856       14.7856        2.11197e-05
       53.355       14.7483       14.7483        2.10572e-05
       53.36       14.7108       14.7108        2.09945e-05
       53.365       14.6731       14.6732        2.09316e-05
       53.37       14.6354       14.6354        2.08685e-05
       53.375       14.5974       14.5975        2.08052e-05
       53.38       14.5594       14.5594        2.07417e-05
       53.385       14.5212       14.5212        2.0678e-05
       53.39       14.4829       14.4829        2.0614e-05
       53.395       14.4444       14.4445        2.05499e-05
       53.4       14.4059       14.4059        2.04856e-05
       53.405       14.3671       14.3672        2.0421e-05
       53.41       14.3283       14.3283        2.03563e-05
       53.415       14.2893       14.2893        2.02913e-05
       53.42       14.2502       14.2502        2.02261e-05
       53.425       14.2109       14.2109        2.01608e-05
       53.43       14.1715       14.1715        2.00952e-05
       53.435       14.132       14.132        2.00295e-05
       53.44       14.0923       14.0923        1.99635e-05
       53.445       14.0525       14.0525        1.98973e-05
       53.45       14.0126       14.0126        1.9831e-05
       53.455       13.9726       13.9726        1.97644e-05
       53.46       13.9324       13.9324        1.96976e-05
       53.465       13.8921       13.8921        1.96307e-05
       53.47       13.8516       13.8516        1.95635e-05
       53.475       13.811       13.8111        1.94962e-05
       53.48       13.7703       13.7704        1.94286e-05
       53.485       13.7295       13.7295        1.93609e-05
       53.49       13.6886       13.6886        1.9293e-05
       53.495       13.6475       13.6475        1.92249e-05
       53.5       13.6063       13.6063        1.91565e-05
       53.505       13.5649       13.5649        1.9088e-05
       53.51       13.5235       13.5235        1.90193e-05
       53.515       13.4819       13.4819        1.89504e-05
       53.52       13.4401       13.4402        1.88814e-05
       53.525       13.3983       13.3983        1.88121e-05
       53.53       13.3563       13.3563        1.87426e-05
       53.535       13.3142       13.3143        1.8673e-05
       53.54       13.272       13.272        1.86032e-05
       53.545       13.2297       13.2297        1.85332e-05
       53.55       13.1872       13.1872        1.8463e-05
       53.555       13.1446       13.1446        1.83926e-05
       53.56       13.1019       13.1019        1.8322e-05
       53.565       13.0591       13.0591        1.82513e-05
       53.57       13.0161       13.0162        1.81803e-05
       53.575       12.9731       12.9731        1.81092e-05
       53.58       12.9299       12.9299        1.80379e-05
       53.585       12.8866       12.8866        1.79664e-05
       53.59       12.8431       12.8431        1.78948e-05
       53.595       12.7996       12.7996        1.78229e-05
       53.6       12.7559       12.7559        1.77509e-05
       53.605       12.7121       12.7121        1.76787e-05
       53.61       12.6682       12.6682        1.76064e-05
       53.615       12.6242       12.6242        1.75338e-05
       53.62       12.58       12.5801        1.74611e-05
       53.625       12.5358       12.5358        1.73882e-05
       53.63       12.4914       12.4914        1.73151e-05
       53.635       12.4469       12.4469        1.72419e-05
       53.64       12.4023       12.4023        1.71685e-05
       53.645       12.3576       12.3576        1.70949e-05
       53.65       12.3128       12.3128        1.70212e-05
       53.655       12.2678       12.2678        1.69472e-05
       53.66       12.2227       12.2228        1.68731e-05
       53.665       12.1776       12.1776        1.67989e-05
       53.67       12.1323       12.1323        1.67244e-05
       53.675       12.0869       12.0869        1.66498e-05
       53.68       12.0414       12.0414        1.65751e-05
       53.685       11.9957       11.9958        1.65001e-05
       53.69       11.95       11.95        1.6425e-05
       53.695       11.9042       11.9042        1.63498e-05
       53.7       11.8582       11.8582        1.62744e-05
       53.705       11.8121       11.8122        1.61988e-05
       53.71       11.766       11.766        1.6123e-05
       53.715       11.7197       11.7197        1.60471e-05
       53.72       11.6733       11.6733        1.5971e-05
       53.725       11.6268       11.6268        1.58948e-05
       53.73       11.5802       11.5802        1.58184e-05
       53.735       11.5335       11.5335        1.57419e-05
       53.74       11.4867       11.4867        1.56652e-05
       53.745       11.4397       11.4398        1.55883e-05
       53.75       11.3927       11.3927        1.55113e-05
       53.755       11.3456       11.3456        1.54341e-05
       53.76       11.2983       11.2984        1.53568e-05
       53.765       11.251       11.251        1.52793e-05
       53.77       11.2036       11.2036        1.52017e-05
       53.775       11.156       11.156        1.51239e-05
       53.78       11.1084       11.1084        1.5046e-05
       53.785       11.0606       11.0606        1.49679e-05
       53.79       11.0127       11.0128        1.48896e-05
       53.795       10.9648       10.9648        1.48113e-05
       53.8       10.9167       10.9168        1.47327e-05
       53.805       10.8686       10.8686        1.4654e-05
       53.81       10.8203       10.8203        1.45752e-05
       53.815       10.772       10.772        1.44962e-05
       53.82       10.7235       10.7235        1.44171e-05
       53.825       10.675       10.675        1.43379e-05
       53.83       10.6263       10.6263        1.42585e-05
       53.835       10.5776       10.5776        1.41789e-05
       53.84       10.5287       10.5288        1.40992e-05
       53.845       10.4798       10.4798        1.40194e-05
       53.85       10.4308       10.4308        1.39394e-05
       53.855       10.3816       10.3817        1.38593e-05
       53.86       10.3324       10.3324        1.37791e-05
       53.865       10.2831       10.2831        1.36987e-05
       53.87       10.2337       10.2337        1.36182e-05
       53.875       10.1842       10.1842        1.35375e-05
       53.88       10.1346       10.1346        1.34567e-05
       53.885       10.0849       10.0849        1.33758e-05
       53.89       10.0351       10.0351        1.32947e-05
       53.895       9.98524       9.98526        1.32135e-05
       53.9       9.93528       9.93529        1.31322e-05
       53.905       9.88523       9.88524        1.30507e-05
       53.91       9.83508       9.8351        1.29692e-05
       53.915       9.78485       9.78486        1.28874e-05
       53.92       9.73453       9.73454        1.28056e-05
       53.925       9.68412       9.68414        1.27236e-05
       53.93       9.63363       9.63364        1.26415e-05
       53.935       9.58304       9.58305        1.25593e-05
       53.94       9.53237       9.53238        1.24769e-05
       53.945       9.48161       9.48163        1.23944e-05
       53.95       9.43077       9.43078        1.23118e-05
       53.955       9.37984       9.37986        1.22291e-05
       53.96       9.32883       9.32884        1.21463e-05
       53.965       9.27774       9.27775        1.20633e-05
       53.97       9.22656       9.22657        1.19802e-05
       53.975       9.17529       9.1753        1.1897e-05
       53.98       9.12395       9.12396        1.18137e-05
       53.985       9.07252       9.07253        1.17302e-05
       53.99       9.02101       9.02102        1.16466e-05
       53.995       8.96942       8.96943        1.1563e-05
       54       8.91775       8.91776        1.14792e-05
       54.005       8.866       8.86601        1.13953e-05
       54.01       8.81417       8.81418        1.13112e-05
       54.015       8.76226       8.76227        1.12271e-05
       54.02       8.71027       8.71028        1.11428e-05
       54.025       8.6582       8.65821        1.10585e-05
       54.03       8.60606       8.60607        1.0974e-05
       54.035       8.55384       8.55385        1.08894e-05
       54.04       8.50154       8.50155        1.08047e-05
       54.045       8.44917       8.44918        1.07199e-05
       54.05       8.39672       8.39673        1.0635e-05
       54.055       8.3442       8.34421        1.055e-05
       54.06       8.2916       8.29161        1.04649e-05
       54.065       8.23893       8.23894        1.03797e-05
       54.07       8.18619       8.1862        1.02943e-05
